Season,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,playerid
1888,Dave Foutz,BRO,12,7,2.51,23,19,19,0,0,,,176,,146,85,49,3,35,,0,0,0,73,1004266
1992,Joe Boever,HOU,3,6,2.51,81,0,0,0,2,,,111.1,479,103,38,31,3,45,9,4,4,0,67,1001118
1918,Rasty Wright,SLB,8,2,2.51,18,13,6,1,0,,,111.1,444,99,39,31,1,18,,5,0,0,25,1014291
1942,Bill Butland,BOS,7,1,2.51,23,10,6,2,1,,,111.1,453,85,35,31,8,33,,3,2,0,46,1001767
1945,Ed Wright,BSN,8,3,2.51,15,12,7,1,0,,,111.1,449,104,35,31,7,33,,0,0,0,24,1014276
1972,Rollie Fingers,OAK,11,9,2.51,65,0,0,0,21,,,111.1,437,85,35,31,8,32,7,1,2,1,113,1004051
1986,Dale Mohorcic,TEX,2,4,2.51,58,0,0,0,7,,,79,325,86,25,22,5,15,6,1,1,0,29,1009034
1954,Hal Newhouser,CLE,7,2,2.51,26,1,0,0,7,,,46.2,187,34,16,13,3,18,,0,0,0,25,1009535
1992,Greg Harris,BOS,4,9,2.51,70,2,1,0,4,,,107.2,459,82,38,30,6,60,11,4,5,0,73,1005415
1968,Jim Hardin,BAL,18,13,2.51,35,35,16,2,0,,,244,974,188,79,68,20,70,5,10,9,1,160,1005344
1978,Scott Sanderson,MON,4,2,2.51,10,9,1,1,0,,,61,251,52,20,17,3,21,0,1,2,0,50,1011422
1972,Wilbur Wood,CHW,24,17,2.51,49,49,20,8,0,,,376.2,1490,325,119,105,28,74,5,7,11,0,193,1014248
1902,Bill Phillips,CIN,16,16,2.51,33,33,30,0,0,,,269,,267,121,75,3,55,,9,6,0,85,1010282
1915,Frank Allen,PRB,23,13,2.51,41,37,24,6,0,,,283.1,,230,90,79,9,100,,11,7,2,127,1000140
1968,Dock Ellis,PIT,6,5,2.51,26,10,2,0,0,,,104,426,82,35,29,4,38,4,1,6,1,52,1003747
1942,Howie Krist,STL,13,3,2.51,34,8,3,0,1,,,118.1,493,103,34,33,2,43,,2,1,0,47,1007167
1972,Ken Holtzman,OAK,19,11,2.51,39,37,16,4,0,,,265.1,1058,232,83,74,23,52,6,4,4,0,134,1005989
1991,Jose Rijo,CIN,15,6,2.51,30,30,3,1,0,,,204.1,825,165,69,57,8,55,4,3,2,4,172,349
1905,George Mullin,DET,21,21,2.51,44,41,35,1,0,,,347.2,,303,149,97,4,138,,9,6,1,168,1009302
1908,Eli Cates,WAS,4,8,2.51,19,10,7,0,0,,,114.2,,112,46,32,3,32,,1,5,0,33,1002080
1952,Joe Dobson,CHW,14,10,2.51,29,25,11,3,1,,,200.2,805,164,66,56,11,60,,0,4,0,101,1003344
1992,Dave Smith,CHC,0,0,2.51,11,0,0,0,0,,,14.1,61,15,4,4,0,4,2,0,0,1,3,1012117
1926,Lefty Grove,PHA,13,13,2.51,45,33,20,1,6,,,258,1072,227,97,72,6,101,,6,5,0,194,1005099
1980,Jerry Reuss,LAD,18,6,2.51,37,29,10,6,3,,,229.1,907,193,74,64,12,40,9,0,3,1,111,1010853
1980,Tim Stoddard,BAL,5,3,2.51,64,0,0,0,26,,,86,352,72,27,24,2,38,2,1,3,0,64,1012556
1914,Ray Collins,BOS,20,13,2.51,39,30,16,6,0,,,272.1,,252,96,76,3,56,,0,1,0,72,1002462
1931,Earl Mattingly,BRO,0,1,2.51,8,0,0,0,0,,,14.1,68,15,4,4,0,10,,2,2,0,6,1008262
1905,Bob Ewing,CIN,20,11,2.51,40,34,30,4,0,,,311.2,,284,125,87,5,79,,11,5,0,164,1003880
1914,Babe Adams,PIT,13,16,2.51,40,35,19,3,1,,,283,,253,97,79,5,39,,7,2,0,91,1000041
1902,Pop Williams,CHI,11,16,2.51,31,31,26,1,0,,,254.1,,259,108,71,1,63,,8,3,1,94,1014030
1915,Fred Anderson,BUF,19,13,2.51,36,28,14,5,0,,,240,,192,80,67,5,72,,3,4,0,142,1000226
1948,Dutch Leonard,PHI,12,17,2.51,34,30,16,1,0,,,225.2,920,226,85,63,9,54,,4,4,0,92,1007533
1974,Gaylord Perry,CLE,21,13,2.51,37,37,28,4,0,,,322.1,1263,230,98,90,25,99,7,6,2,0,216,1010210
1892,Nig Cuppy,CLE,28,13,2.51,47,42,38,1,1,,,376,,333,175,105,9,121,,0,6,0,103,1002884
1920,Dolf Luque,CIN,13,9,2.51,37,23,10,1,1,,,207.2,825,168,65,58,5,60,,4,2,0,72,1007843
1979,Gary Lavelle,SFG,7,9,2.51,70,0,0,0,20,,,96.2,407,86,31,27,5,42,15,2,2,4,80,1007389
1914,Dan Griner,STL,9,13,2.51,37,16,11,2,2,,,179,,163,66,50,3,57,,3,3,0,74,1005072
1919,Marv Goodwin,STL,11,9,2.51,33,17,7,0,0,,,179,726,163,66,50,3,33,,8,3,1,48,1004867
1973,Sparky Lyle,NYY,5,9,2.51,51,0,0,0,27,,,82.1,330,66,30,23,4,18,2,0,3,0,63,1007859
1976,Jim Palmer,BAL,22,13,2.51,40,40,23,6,0,,,315,1256,255,101,88,20,84,5,8,5,0,159,1009973
1966,Al Jackson,STL,13,15,2.51,36,30,11,3,0,,,232.2,950,222,82,65,18,45,10,3,4,1,90,1006288
1928,Garland Braxton,WAS,13,11,2.51,38,24,15,2,6,,,218.1,896,177,78,61,7,44,,5,2,0,94,1001368
1907,Charley Hall,CIN,4,2,2.51,11,8,5,0,0,,,68,,51,22,19,0,43,,4,0,0,25,1005239
1943,Johnny Murphy,NYY,12,4,2.51,37,0,0,0,8,,,68,275,44,22,19,2,30,,0,2,0,31,1009368
1967,Minnie Rojas,CAL,12,9,2.52,72,0,0,0,27,,,121.2,513,106,45,34,7,38,17,3,5,1,83,1011154
1978,Rollie Fingers,SDP,6,13,2.52,67,0,0,0,37,,,107.1,434,84,33,30,4,29,12,1,2,0,72,1004051
1981,Joe Price,CIN,6,1,2.52,41,0,0,0,4,,,53.2,216,42,19,15,3,18,2,0,2,0,41,1010530
1966,Dennis Higgins,CHW,1,0,2.52,42,1,0,0,5,,,93,372,66,27,26,9,33,4,5,8,2,86,1005788
1966,Joe Moeller,LAD,2,4,2.52,29,8,0,0,0,,,78.2,326,73,31,22,4,14,8,3,4,0,31,1009023
1974,Jim Brewer,LAD,4,4,2.52,24,0,0,0,0,,,39.1,156,29,14,11,5,10,1,0,2,0,26,1001406
1990,Craig Lefferts,SDP,7,5,2.52,56,0,0,0,23,,,78.2,327,68,26,22,10,22,4,1,1,0,60,1007476
1945,Harry Brecheen,STL,15,4,2.52,24,18,13,3,2,,,157.1,629,136,48,44,5,44,,5,0,0,63,1001375
1872,Candy Cummings,NYM,33,20,2.52,55,55,53,3,0,,,497,,600,347,139,2,30,,,,0,43,1002872
1916,Ed Klepfer,CLE,6,6,2.52,31,13,4,1,2,,,143,569,136,52,40,0,46,,4,4,1,62,1006997
1927,Pete Alexander,STL,21,10,2.52,37,30,22,2,3,,,268,1082,261,94,75,11,38,,1,1,0,48,1000128
1902,Togie Pittinger,BSN,27,16,2.52,46,40,36,7,0,,,389.1,,360,138,109,4,128,,16,6,0,174,1010376
1990,Tim Burke,MON,3,3,2.52,58,0,0,0,20,,,75,316,71,29,21,6,21,6,2,1,1,47,1001692
1886,Frank Gilmore,WAS,4,4,2.52,9,9,9,1,0,,,75,,57,35,21,3,22,,0,4,1,75,1004732
1899,Tom Thomas,STL,1,1,2.52,4,2,2,0,0,,,25,,22,14,7,1,4,,0,0,0,8,1012995
1914,Snipe Conley,BAL,4,6,2.52,35,11,4,2,1,,,125,,112,49,35,2,47,,6,1,0,86,1002508
1929,Al Grabowski,STL,3,2,2.52,6,6,4,2,0,,,50,204,44,18,14,0,8,,0,2,0,22,1004909
1947,Ralph Hamner,CHC,1,2,2.52,3,3,2,0,0,,,25,110,24,10,7,0,16,,0,1,0,14,1005287
1957,Ken Lehman,- - -,8,3,2.52,33,3,1,0,6,,,75,303,64,21,21,1,23,2,0,4,0,35,1007486
1965,Steve Carlton,STL,0,0,2.52,15,2,0,0,0,,,25,104,27,7,7,3,8,1,1,5,0,21,1001964
1969,Andy Messersmith,CAL,16,11,2.52,40,33,10,2,2,,,250,1008,169,81,70,17,100,7,5,16,1,211,1008799
1973,Bert Blyleven,MIN,20,17,2.52,40,40,25,9,0,,,325,1321,296,109,91,16,67,4,9,7,2,258,1001098
1975,Bill Castro,MIL,3,2,2.52,18,5,0,0,1,,,75,315,78,28,21,3,17,5,2,1,0,25,1002077
1976,John Denny,STL,11,9,2.52,30,30,8,3,0,,,207,861,189,71,58,11,74,3,8,5,0,74,1003210
1917,Lefty Tyler,BSN,14,12,2.52,32,28,22,4,1,,,239,970,203,81,67,1,86,,6,7,0,98,1013252
1983,Scott Garrelts,SFG,2,2,2.52,5,5,1,1,0,,,35.2,154,33,11,10,4,19,4,2,4,1,16,1004546
1966,Eddie Fisher,- - -,6,6,2.52,67,0,0,0,19,,,107,438,87,37,30,5,36,2,3,6,0,57,1004085
1977,Bob McClure,MIL,2,1,2.52,68,0,0,0,6,,,71.1,302,64,25,20,2,34,5,1,1,2,57,1008400
1942,Hank Borowy,NYY,15,4,2.52,25,21,13,4,1,,,178.1,747,157,56,50,6,66,,0,3,1,85,1001208
1903,Noodles Hahn,CIN,22,12,2.52,34,34,34,5,0,,,296,,297,125,83,3,47,,8,3,0,127,1005205
1884,Tony Mullane,TOL,36,26,2.52,67,65,64,7,0,,,567,,481,276,159,5,89,,32,0,0,325,1009291
1987,John Franco,CIN,8,5,2.52,68,0,0,0,32,,,82,344,76,26,23,6,27,6,0,1,0,61,874
1942,Ernie White,STL,7,5,2.52,26,19,7,1,2,,,128.1,538,113,57,36,11,41,,2,0,0,67,1013871
1967,Ken Holtzman,CHC,9,0,2.53,12,12,3,0,0,,,92.2,392,76,31,26,11,44,7,2,4,0,62,1005989
1984,Rod Scurry,PIT,5,6,2.53,43,0,0,0,4,,,46.1,186,28,14,13,1,22,3,0,7,0,48,1011700
1991,Calvin Jones,SEA,2,2,2.53,27,0,0,0,2,,,46.1,194,33,14,13,0,29,5,1,6,0,42,1006534
1912,Happy Finneran,PHI,0,2,2.53,14,4,0,0,1,,,46.1,,50,27,13,2,10,,1,2,0,10,1004057
1916,Al Mamaux,PIT,21,15,2.53,45,38,26,1,2,,,310,1291,264,123,87,3,136,,9,3,6,163,1008049
1898,Cy Young,CLE,25,13,2.53,46,41,40,1,0,,,377.2,,387,167,106,6,41,,9,9,0,101,1014369
1918,Brad Hogg,PHI,13,13,2.53,29,25,17,3,1,,,228,924,201,83,64,3,61,,6,5,1,81,1005928
1904,Weldon Henley,PHA,15,17,2.53,36,34,31,5,0,,,295.2,,245,126,83,3,76,,19,1,1,130,1005652
1917,Rube Foster,BOS,8,7,2.53,17,16,9,1,0,,,124.2,511,108,45,35,0,53,,4,5,0,34,1004259
1956,Herb Score,CLE,20,9,2.53,35,33,16,5,0,,,249.1,1022,162,82,70,18,129,2,2,11,0,263,1011671
1963,Jim Bouton,NYY,21,7,2.53,40,30,12,6,1,,,249.1,1004,191,79,70,18,87,2,3,4,1,148,1001241
1990,John Franco,NYM,5,3,2.53,55,0,0,0,33,,,67.2,287,66,22,19,4,21,2,0,7,2,56,874
1979,John Fulgham,STL,10,6,2.53,20,19,10,2,0,,,146,576,123,47,41,10,26,3,3,2,1,75,1004389
1968,Dean Chance,MIN,16,16,2.53,43,39,15,6,1,,,292,1161,224,96,82,15,63,8,10,12,1,234,1002130
1910,Frank Smith,- - -,5,11,2.53,23,18,11,3,0,,,156.2,,113,62,44,1,51,,3,1,0,58,1012139
1915,Art Nehf,BSN,5,4,2.53,12,10,6,4,0,,,78.1,,60,29,22,0,21,,3,3,0,39,1009485
1912,Ray Collins,BOS,13,8,2.53,27,24,17,4,0,,,199.1,,192,65,56,4,42,,2,0,0,82,1002462
1872,Cherokee Fisher,BAL,10,1,2.53,19,11,9,1,1,,,110.1,,89,78,31,0,11,,,,0,20,1004078
1902,Doc White,PHI,16,20,2.53,36,35,34,3,1,,,306,,277,126,86,3,72,,13,7,0,185,1013864
1967,Jim Merritt,MIN,13,7,2.53,37,28,11,4,0,,,227.2,911,196,72,64,21,30,6,7,10,0,161,1008789
1906,Chief Bender,PHA,15,10,2.53,36,27,24,0,3,,,238.1,,208,98,67,5,48,,8,3,0,159,1000827
1957,Morrie Martin,STL,0,0,2.53,4,1,0,0,0,,,10.2,41,5,3,3,0,4,0,1,0,0,7,1008184
1916,Al Gould,CLE,5,7,2.53,30,9,6,1,1,,,106.2,438,101,37,30,0,40,,3,1,0,41,1004900
1941,Tom Earley,BSN,6,8,2.53,33,13,6,1,3,,,138.2,570,120,52,39,9,46,,3,1,0,54,1003629
1937,Milt Shoffner,BSN,3,1,2.53,6,5,3,1,1,,,42.2,174,38,14,12,1,9,,1,0,0,13,1011920
1964,Bob Humphreys,STL,2,0,2.53,28,0,0,0,2,,,42.2,170,32,14,12,3,15,3,1,2,0,36,1006184
1917,Tom Seaton,CHC,5,4,2.53,16,9,3,1,1,,,74.2,295,60,30,21,0,23,,1,1,0,27,1011706
1971,Rob Gardner,- - -,0,0,2.53,6,1,0,0,0,,,10.2,47,11,3,3,1,5,0,0,0,0,7,1004531
1989,Jose Nunez,TOR,0,0,2.53,6,1,0,0,0,,,10.2,42,8,3,3,0,2,0,0,2,0,14,1009659
1992,Dennis Rasmussen,- - -,4,1,2.53,8,6,1,1,0,,,42.2,158,32,13,12,2,8,1,1,3,0,12,1010703
1972,Al Severinsen,SDP,0,1,2.53,17,0,0,0,1,,,21.1,85,13,8,6,1,7,1,2,1,0,9,1011760
1952,Ed Lopat,NYY,10,5,2.53,20,19,10,2,0,,,149.1,608,127,47,42,11,53,,4,1,0,56,1007748
1890,Red Ehret,LOU,25,14,2.53,43,38,35,4,2,,,359,,351,182,101,5,79,,15,13,0,174,1003708
1980,Mike Norris,OAK,22,9,2.53,33,33,24,1,0,,,284.1,1135,215,88,80,18,83,2,6,9,4,180,1009637
1910,Ed Summers,DET,13,12,2.53,30,25,18,1,0,,,220.1,,211,83,62,8,60,,5,2,0,82,1012719
1902,Ed Doheny,PIT,16,4,2.53,22,21,19,2,0,,,188.1,,161,68,53,0,61,,15,5,0,88,1003356
1971,Ken Forsch,HOU,8,8,2.53,33,23,7,2,0,,,188.1,771,162,60,53,8,53,5,4,8,0,131,1004234
1920,Bill Doak,STL,20,12,2.53,39,37,20,5,1,,,270,1117,256,94,76,7,80,,6,1,0,90,1003336
1907,Jack Chesbro,NYH,10,10,2.53,30,25,17,1,0,,,206,,192,83,58,0,46,,6,3,0,78,1002179
1914,Bob Harmon,PIT,13,17,2.53,37,30,19,2,3,,,245,,226,84,69,3,55,,7,3,0,61,1005371
1976,Rick Sawyer,SDP,5,3,2.53,13,11,4,2,0,,,81.2,354,84,24,23,2,38,8,1,3,1,33,1011477
1910,Cy Young,CLE,7,10,2.53,21,20,14,1,0,,,163.1,,149,62,46,0,27,,4,7,0,58,1014369
1989,Mike Morgan,LAD,8,11,2.53,40,19,0,0,0,,,152.2,604,130,51,43,6,33,8,2,5,0,72,67
1977,Frank Tanana,CAL,15,9,2.54,31,31,20,7,0,,,241.1,973,201,72,68,19,61,2,12,8,1,205,1012818
1930,Lefty Grove,PHA,28,5,2.54,50,32,22,2,9,,,291,1191,273,101,82,8,60,,5,2,0,209,1005099
1986,Kent Tekulve,PHI,11,5,2.54,73,0,0,0,4,,,110,446,99,35,31,2,25,10,0,3,1,57,1012905
1992,Ted Power,CLE,3,3,2.54,64,0,0,0,6,,,99.1,409,88,33,28,7,35,9,4,2,1,51,1010504
1910,Jimmy Dygert,PHA,4,4,2.54,19,8,6,1,0,,,99.1,,81,44,28,0,49,,3,3,1,59,1003616
1884,Charlie Geggus,WST,10,9,2.54,23,21,19,0,0,,,177.1,,143,100,50,2,38,,,0,0,156,1004430
1906,Bill Bernhard,CLE,16,15,2.54,31,30,23,2,0,,,255.1,,235,99,72,1,47,,5,4,0,85,1000891
1965,Jim Maloney,CIN,20,9,2.54,33,33,14,5,0,,,255.1,1048,189,77,72,13,110,3,5,19,0,244,1008039
1916,Ernie Koob,SLB,11,8,2.54,33,20,10,2,2,,,166.2,670,153,54,47,1,56,,6,1,2,26,1007100
1915,Harry Moran,NWK,13,9,2.54,34,23,13,2,0,,,205.2,,193,80,58,2,66,,18,1,0,87,1009148
1976,Grant Jackson,- - -,7,1,2.54,33,2,1,1,4,,,78,310,57,22,22,2,25,2,3,2,0,39,1006298
1951,Andy Hansen,PHI,3,1,2.54,24,0,0,0,0,,,39,157,34,14,11,4,7,,1,1,0,11,1005323
1960,Ed Palmquist,LAD,0,1,2.54,22,0,0,0,0,,,39,162,34,16,11,6,16,5,1,1,0,23,1009977
1986,Gene Garber,ATL,5,5,2.54,61,0,0,0,24,,,78,319,76,23,22,3,20,7,1,4,0,56,1004493
1943,Butch Wensloff,NYY,13,11,2.54,29,27,18,1,1,,,223.1,905,179,80,63,7,70,,1,2,1,105,1013778
1962,Sandy Koufax,LAD,14,7,2.54,28,26,11,2,1,,,184.1,744,134,61,52,13,57,4,2,3,0,216,1007124
1966,Jim Perry,MIN,11,7,2.54,33,25,8,1,0,,,184.1,742,149,61,52,17,53,4,5,6,0,122,1010213
1973,Bob Locker,CHC,10,6,2.54,63,0,0,0,18,,,106.1,450,96,40,30,6,42,10,4,7,0,76,1007688
1992,Mike Mussina,BAL,18,5,2.54,32,32,8,4,0,,,241,957,212,70,68,16,48,2,2,6,0,130,837
1976,Rollie Fingers,OAK,13,11,2.54,70,0,0,0,20,,,134.2,559,118,41,38,3,40,10,7,2,0,113,1004051
1880,Mickey Welch,TRO,34,30,2.54,65,64,64,4,0,,,574,,575,321,162,7,80,,,26,0,123,1013757
1939,Junior Thompson,CIN,13,5,2.54,42,11,5,3,2,,,152.1,625,130,51,43,6,55,,3,1,0,87,1013017
1888,Nat Hudson,STL,25,10,2.54,39,37,36,5,0,,,333,,283,155,94,8,59,,0,0,0,130,1006139
1975,Jerry Reuss,PIT,18,11,2.54,32,32,15,6,0,,,237.1,984,224,73,67,10,78,8,0,4,1,131,1010853
1897,Amos Rusie,NYG,28,10,2.54,38,37,35,2,0,,,322.1,,314,143,91,6,87,,11,6,0,135,1011308
1978,Pete Vuckovich,STL,12,12,2.54,45,23,6,2,1,,,198.1,819,187,65,56,9,59,5,2,7,2,149,1013461
1907,Lew Moren,PHI,11,18,2.54,37,31,21,3,1,,,255,,202,106,72,3,101,,9,6,0,98,1009166
1916,Scott Perry,CHC,2,1,2.54,4,3,2,1,0,,,28.1,114,30,9,8,0,3,,0,1,0,10,1010216
1945,Earl Jones,SLB,0,0,2.54,10,0,0,0,1,,,28.1,120,18,10,8,0,18,,0,1,0,13,1006553
1920,Hippo Vaughn,CHC,19,16,2.54,40,38,24,4,0,,,301,1255,301,113,85,8,81,,8,3,1,131,1013384
1967,Al McBean,PIT,7,4,2.54,51,8,5,0,4,,,131,530,118,41,37,6,43,6,1,0,1,54,1008337
1969,Sparky Lyle,BOS,8,3,2.54,71,0,0,0,17,,,102.2,439,91,33,29,8,48,4,1,8,1,93,1007859
1975,Brent Strom,SDP,8,8,2.54,18,16,6,2,0,,,120.1,488,103,42,34,6,33,2,2,5,2,56,1012627
1981,Tom Seaver,CIN,14,2,2.54,23,23,6,1,0,,,166.1,671,120,51,47,10,66,8,3,5,0,87,1011708
1915,Alex Main,KCP,13,14,2.54,35,28,18,2,3,,,230,,181,88,65,4,75,,5,4,0,91,1007999
1988,Terry Leach,NYM,7,2,2.54,52,0,0,0,3,,,92,392,95,32,26,5,24,4,3,0,0,51,1007427
1990,Curt Schilling,BAL,1,2,2.54,35,0,0,0,3,,,46,191,38,13,13,1,19,0,0,0,0,32,73
1957,Tom Sturdivant,NYY,16,6,2.54,28,28,7,2,0,,,201.2,828,170,65,57,14,80,2,4,3,0,118,1012654
1914,Larry Cheney,CHC,20,18,2.54,50,40,21,6,5,,,311.1,,239,136,88,9,140,,10,26,0,157,1002176
1914,Doc Ayers,WAS,12,15,2.54,49,32,8,3,3,,,265.1,,221,106,75,5,54,,8,4,1,148,1000387
1943,Rip Sewell,PIT,21,9,2.54,35,31,25,2,3,,,265.1,1113,267,94,75,6,75,,2,2,1,65,1011768
1971,Don Sutton,LAD,17,12,2.54,38,37,12,4,1,,,265.1,1059,231,85,75,10,55,5,5,5,0,194,1012745
1967,Dan Osinski,BOS,3,1,2.54,34,0,0,0,2,,,63.2,268,61,19,18,5,14,2,0,0,0,38,1009875
1910,Doc Reisling,WAS,10,10,2.54,30,20,13,2,1,,,191,,185,77,54,3,44,,5,4,0,57,1010819
1939,Lefty Grove,BOS,15,4,2.54,23,23,17,2,0,,,191,798,180,63,54,8,58,,1,0,0,81,1005099
1985,Jeff Calhoun,HOU,2,5,2.54,44,0,0,0,4,,,63.2,259,56,21,18,2,24,4,0,4,1,47,1001835
1967,Stu Miller,BAL,3,10,2.55,42,0,0,0,8,,,81.1,338,63,28,23,5,36,12,1,1,2,60,1008935
1945,Steve Gromek,CLE,19,9,2.55,33,30,21,3,1,,,251,1026,229,80,71,6,66,,4,0,1,101,1005080
1917,Phil Douglas,CHC,14,20,2.55,51,37,20,5,1,,,293.1,1161,269,123,83,13,50,,6,11,0,151,1003436
1903,John Terry,SLB,1,1,2.55,3,1,1,0,0,,,17.2,,21,6,5,0,4,,3,0,0,2,1012928
1912,Sandy Burk,- - -,1,3,2.55,14,4,2,0,1,,,53,,46,22,15,0,15,,1,3,2,19,1001695
1968,Roy Face,- - -,2,4,2.55,45,0,0,0,13,,,53,211,48,17,15,3,8,3,2,0,0,35,1003891
1992,Mark Wohlers,ATL,1,2,2.55,32,0,0,0,4,,,35.1,140,28,11,10,0,14,4,1,1,0,17,414
1969,Jim Brewer,LAD,7,6,2.55,59,0,0,0,20,,,88.1,372,71,30,25,5,41,6,4,3,2,92,1001406
1981,Terry Leach,NYM,1,1,2.55,21,1,0,0,0,,,35.1,139,26,11,10,2,12,1,0,0,0,16,1007427
1969,Lou Marone,PIT,1,1,2.55,29,0,0,0,0,,,35.1,140,24,10,10,2,13,2,2,0,0,25,1008117
1970,Dave Baldwin,MIL,2,1,2.55,28,0,0,0,1,,,35.1,144,25,11,10,4,18,6,0,0,0,26,1000477
1969,Fritz Peterson,NYY,17,16,2.55,37,37,16,4,0,,,272,1066,228,95,77,15,43,11,3,2,0,150,1010227
1915,Clint Rogge,PRB,17,11,2.55,37,31,17,5,0,,,254.1,,240,96,72,6,93,,9,3,0,93,1011140
1943,Al Smith,CLE,17,7,2.55,29,27,14,3,1,,,208.1,862,186,74,59,7,72,,0,0,0,72,1012089
1981,Pete Falcone,NYM,5,3,2.55,35,9,3,1,1,,,95.1,397,84,32,27,3,36,4,0,2,1,56,1003910
1891,Charlie Buffinton,BSR,29,9,2.55,48,43,33,2,1,,,363.2,,303,153,103,8,120,,0,0,0,158,1001634
1937,Johnny Allen,CLE,15,1,2.55,24,20,14,0,0,,,173,713,157,55,49,4,60,,5,2,0,87,1000150
1990,Randy Tomlin,PIT,4,4,2.55,12,12,2,0,0,,,77.2,297,62,24,22,5,12,1,1,1,3,42,1013111
1981,Fred Breining,SFG,5,2,2.55,45,1,0,0,1,,,77.2,326,66,28,22,4,38,8,2,3,3,37,1001381
1970,Tom Hall,MIN,11,6,2.55,52,11,1,0,4,,,155.1,619,94,46,44,11,66,4,2,3,0,184,1005262
1990,Zane Smith,- - -,12,9,2.55,33,31,4,2,0,,,215.1,860,196,77,61,15,50,4,3,2,0,130,1012218
1913,Charlie Smith,CHC,7,9,2.55,20,17,8,1,0,,,137.2,,138,53,39,2,34,,4,0,0,47,1012110
1992,Mike Morgan,CHC,16,8,2.55,34,34,6,1,0,,,240,966,203,80,68,14,79,10,3,11,0,123,67
1910,Red Nelson,SLB,5,1,2.55,7,6,6,1,0,,,60,,57,26,17,0,14,,4,1,0,30,1009508
1943,Ray Prim,CHC,4,3,2.55,29,5,0,0,1,,,60,258,67,24,17,2,14,,0,1,0,27,1010537
1947,Ray Poat,NYG,4,3,2.55,7,7,5,0,0,,,60,239,53,18,17,8,13,,0,1,1,25,1010402
1900,Jack Taylor,CHI,10,17,2.55,28,26,25,2,1,,,222.1,,226,130,63,4,58,,8,4,0,57,1012879
1874,Dick McBride,PHN,33,22,2.55,55,55,55,0,0,,,487,,514,344,138,5,29,,,,0,10,1008341
1917,George Dumont,WAS,5,14,2.55,37,23,8,2,2,,,204.2,839,171,76,58,3,76,,6,7,1,65,1003547
1951,Ellis Kinder,BOS,11,2,2.55,63,2,1,0,14,,,127,526,108,42,36,9,46,,0,2,0,84,1006922
1989,Tim Burke,MON,9,3,2.55,68,0,0,0,28,,,84.2,333,68,24,24,6,22,7,0,1,0,54,1001692
1992,Darren Holmes,MIL,4,4,2.55,41,0,0,0,6,,,42.1,173,35,12,12,1,11,4,2,0,0,31,95
1918,Lefty Leifield,SLB,2,6,2.55,15,6,3,1,0,,,67,266,61,23,19,1,19,,2,0,0,22,1007494
1963,Larry Jackson,CHC,14,18,2.55,37,37,13,4,0,,,275,1126,256,102,78,11,54,3,6,3,2,153,1006304
1982,Doug Bair,STL,5,3,2.55,63,0,0,0,8,,,91.2,372,69,27,26,7,36,13,1,2,0,68,1000439
1986,John Candelaria,CAL,10,2,2.55,16,16,1,1,0,,,91.2,365,68,30,26,4,26,2,3,2,1,81,1001909
1915,Red Faber,CHW,24,14,2.55,50,32,21,2,2,,,299.2,,264,118,85,3,99,,11,4,0,182,1003889
1917,Rube Marquard,BRO,19,12,2.55,37,29,14,2,0,,,232.2,942,200,84,66,5,60,,0,4,0,117,1008125
1913,Fred Blanding,CLE,15,10,2.55,41,22,14,3,0,,,215,,234,82,61,6,72,,2,5,1,63,1001045
1909,Gus Dorner,BSN,1,2,2.55,5,2,0,0,1,,,24.2,,17,11,7,1,17,,2,0,0,7,1003414
1983,Pete Ladd,MIL,3,4,2.55,44,0,0,0,25,,,49.1,194,30,17,14,3,16,2,1,3,0,41,1007245
1977,Dave Heaverlo,SFG,5,1,2.55,56,0,0,0,1,,,98.2,398,92,36,28,10,21,8,3,0,0,58,1005569
1991,Tom Glavine,ATL,20,11,2.55,34,34,9,1,0,,,246.2,989,201,83,70,17,69,6,2,10,2,192,90
1908,Doc White,CHW,18,13,2.55,41,37,24,5,0,,,296,,267,95,84,3,69,,9,6,0,126,1013864
1891,Amos Rusie,NYG,33,20,2.55,61,57,52,6,1,,,500.1,,391,244,142,7,262,,0,17,1,337,1011308
1917,Gene Packard,- - -,9,6,2.55,36,11,6,0,2,,,155,616,141,50,44,5,25,,3,1,0,45,1009939
1970,Diego Segui,OAK,10,10,2.56,47,19,3,2,2,,,162,668,130,54,46,9,68,4,2,5,0,95,1011725
1971,Ted Abernathy,KCR,4,6,2.56,63,0,0,0,23,,,81,348,60,28,23,3,50,4,6,1,0,55,1000020
1910,Doc Crandall,NYG,17,4,2.56,42,18,13,2,5,,,207.2,,194,86,59,10,43,,4,1,0,73,1002730
1886,Tim Keefe,NYG,42,20,2.56,64,64,62,2,0,,,535,,479,250,152,9,102,,0,40,0,297,1006743
1914,Phil Douglas,CIN,11,18,2.56,45,25,13,0,1,,,239.1,,186,111,68,7,92,,11,4,0,121,1003436
1946,Bucky Walters,CIN,10,7,2.56,22,22,10,2,0,,,151.1,636,146,55,43,9,64,,2,2,1,60,1013583
1969,Chuck Taylor,STL,7,5,2.56,27,13,5,1,0,,,126.2,500,108,39,36,8,30,5,3,1,0,62,1012864
1885,Fred Pfeffer,CHI,2,1,2.56,5,2,2,0,2,,,31.2,,26,15,9,1,8,,0,3,0,13,1010263
